customer_id,name,customer_pin,car_number,policy_no
CUST-1816,Rohan Venkatesh,6336,TN 95 4336,POL-81830696
CUST-1817,Riya Malhotra,3986,TS 76 6833,POL-52916872
CUST-1818,Manan Wadhwa,6523,MP 88 8911,POL-14979798
CUST-1819,Amrita Sarkar,6043,MH 54 1616,POL-43096349
CUST-1820,Anushka Soni,6464,UP 94 5769,POL-70196137
CUST-1821,Ayush Kaul,8065,TS 71 6467,POL-96274424
CUST-1822,Abhinav Rao,976,UP 50 1446,POL-49884780
CUST-1823,Avni Rao,8302,DL 56 3937,POL-62755975
CUST-1824,Gayatri Sarin,835,KA 31 0991,POL-04831198
CUST-1825,Diya Saxena,1003,UP 35 0940,POL-77969765
CUST-1826,Kajal Vats,5313,UP 32 5304,POL-60947335
CUST-1827,Ankur Gupta,3707,WB 88 4722,POL-12548971
CUST-1828,Janvi Grover,2116,TS 19 7708,POL-25256110
CUST-1829,Nakul Menon,3377,UP 65 3629,POL-11538657
CUST-1830,Kriti Vaidya,1319,AP 28 7161,POL-53520305
CUST-1831,Kanika Jha,1146,TS 99 8449,POL-21407217
CUST-1832,Vivaan Sarin,1500,RJ 38 1234,POL-15313627
CUST-1833,Kunwar Mahajan,5110,KL 48 2410,POL-79972026
CUST-1834,Saanvi Gill,3660,PB 17 0702,POL-64669551
CUST-1835,Archana Malik,3678,GJ 63 8252,POL-90341634
CUST-1836,Akansha Saluja,9866,TN 27 1474,POL-51901965
CUST-1837,Rohan Singh,8396,KA 67 6303,POL-08979492
CUST-1838,Ananya Malhotra,2906,KA 62 7082,POL-53149369
CUST-1839,Kavya Parekh,754,KA 21 8004,POL-34298108
CUST-1840,Anshika Venkatesh,5874,WB 90 5307,POL-98182614
CUST-1841,Aryan Singh,1180,MH 44 2689,POL-49244009
CUST-1842,Dhruv Deshmukh,7337,RJ 15 7650,POL-28478056
CUST-1843,Varun Ojha,5662,RJ 64 0972,POL-58744926
CUST-1844,Komal Rajput,7511,AP 86 5626,POL-65465889
CUST-1845,Archana Saluja,8087,RJ 76 2206,POL-32210550
CUST-1846,Ashwini Vats,5304,GJ 30 3138,POL-48636373
CUST-1847,Dev Rajput,8800,DL 91 2986,POL-61159159
CUST-1848,Vedant Srivastava,6673,MP 81 5588,POL-22122215
CUST-1849,Aditya Trivedi,7579,RJ 28 0990,POL-75902911
CUST-1850,Daksh Mukherjee,3288,MP 57 4563,POL-83562016
CUST-1851,Janvi Trivedi,2634,KA 37 8586,POL-52096359
CUST-1852,Kanika Pathak,6696,HR 46 1699,POL-35601881
CUST-1853,Sarthak Bhatt,9915,UP 28 4141,POL-44112953
CUST-1854,Abhinav Mahajan,6036,TS 05 1682,POL-20937262
CUST-1855,Aditya Banerjee,61,KL 59 8558,POL-67604024
CUST-1856,Bhavna Sethi,8925,HR 91 3841,POL-33307013
CUST-1857,Laksh Goswami,2793,PB 90 9250,POL-47536377
CUST-1858,Vedant Parekh,9011,DL 08 4359,POL-72923970
CUST-1859,Archana Rao,9379,UP 36 5483,POL-26382715
CUST-1860,Bhavna Sodhi,1436,WB 63 5053,POL-60534888
CUST-1861,Prisha Joshi,3058,GJ 68 2485,POL-47746018
CUST-1862,Shaurya Mukherjee,4512,KA 82 9624,POL-72920432
CUST-1863,Arjun Saini,4607,TS 40 2247,POL-07331140
CUST-1864,Akansha Agarwal,2859,HR 17 8801,POL-78413956
CUST-1865,Aryan Zutshi,9533,HR 29 7157,POL-06840344
CUST-1866,Om Sodhi,2283,DL 22 4749,POL-96874694
CUST-1867,Nidhi Trivedi,7949,AP 91 9189,POL-07800189
CUST-1868,Jatin Reddy,6312,WB 52 8355,POL-38175014
CUST-1869,Anushka Rajput,1033,TN 76 5032,POL-23591145
CUST-1870,Ayush Zaidi,184,WB 69 1497,POL-45594170
CUST-1871,Shivam Vats,2161,MP 60 4903,POL-11240577
CUST-1872,Shivam Sethi,1029,GJ 52 5359,POL-98015841
CUST-1873,Rohan Shah,9404,KL 03 8020,POL-32888290
CUST-1874,Akash Kohli,5097,DL 89 5586,POL-30651493
CUST-1875,Om Malhotra,6426,RJ 49 8934,POL-09029325
CUST-1876,Tanmay Zutshi,646,RJ 96 3053,POL-94660976
CUST-1877,Nishant Sarin,9155,PB 69 7285,POL-70273755
CUST-1878,Aanya Patel,7965,DL 50 8962,POL-28553452
CUST-1879,Pratyush Goswami,3558,AP 87 5990,POL-16496763
CUST-1880,Ishika Rajput,264,MH 05 4519,POL-70033776
CUST-1881,Niharika Pillai,7791,MH 16 1000,POL-41613909
CUST-1882,Aashna Choudhury,2532,RJ 45 5183,POL-86817850
CUST-1883,Aanchal Rajput,2731,TN 16 0515,POL-76502478
CUST-1884,Gaurav Vats,3283,HR 65 4640,POL-50809129
CUST-1885,Niharika Malik,3449,KL 77 4785,POL-68531196
CUST-1886,Ansh Rajput,5049,KL 45 0316,POL-02878712
CUST-1887,Amrita Choudhury,6010,DL 25 9369,POL-07951251
CUST-1888,Chhavi Reddy,4680,RJ 35 6348,POL-62847407
CUST-1889,Kabir Pillai,9980,AP 45 7996,POL-26180988
CUST-1890,Saanvi Puri,6813,HR 25 4984,POL-08907219
CUST-1891,Jatin Saini,8539,HR 88 6622,POL-62086968
CUST-1892,Vedant Yadav,5066,PB 23 5902,POL-55702419
CUST-1893,Tejas Sodhi,4882,MH 87 3042,POL-79242621
CUST-1894,Aavya Kothari,6985,RJ 49 2015,POL-91822905
CUST-1895,Sarthak Khanna,4291,DL 21 7206,POL-06711000
CUST-1896,Harsh Choudhury,1484,KA 70 2246,POL-72884540
CUST-1897,Amrita Pillai,3317,KL 69 7397,POL-18332867
CUST-1898,Kartik Rao,2601,MP 70 0491,POL-08542552
CUST-1899,Megha Verma,6733,MH 79 6440,POL-12259146
CUST-1900,Harsh Taneja,9007,MH 04 1918,POL-45859558
CUST-1901,Aadya Wadhwa,1016,GJ 74 2817,POL-53675272
CUST-1902,Vedant Kohli,2036,RJ 95 3215,POL-64247788
CUST-1903,Kunwar Patil,4537,WB 99 6566,POL-14682038
CUST-1904,Rohan Singh,8893,TN 83 8476,POL-92392097
CUST-1905,Vedant Saluja,6745,TN 41 9255,POL-96919996
CUST-1906,Tejas Khan,8027,PB 96 3190,POL-86738399
CUST-1907,Ishaan Wadhwa,6265,AP 31 3397,POL-27211413
CUST-1908,Naman Khurana,2949,DL 58 8405,POL-23917950
CUST-1909,Kartik Patel,473,HR 40 6021,POL-22131160
CUST-1910,Ayush Mehta,2899,RJ 14 9290,POL-38379428
CUST-1911,Kunwar Nair,3330,TS 43 6096,POL-29989252
CUST-1912,Kavya Trivedi,7942,WB 83 3740,POL-37263205
CUST-1913,Shreyas Kothari,1064,TS 58 7831,POL-96040238
CUST-1914,Varun Bansal,2432,TS 93 1937,POL-36200554
CUST-1915,Esha Rajput,8311,TN 89 7547,POL-69443951
CUST-1916,Anjali Sethi,6587,RJ 76 7198,POL-20176638
CUST-1917,Daksh Acharya,2315,AP 80 4816,POL-45881462
CUST-1918,Muskan Jha,9946,HR 80 0756,POL-72367587
CUST-1919,Jatin Kaul,574,HR 71 7759,POL-48538006
CUST-1920,Kanika Srivastava,7656,AP 39 9404,POL-56789962
CUST-1921,Niharika Choudhury,5977,TN 60 2771,POL-65657704
CUST-1922,Niharika Nair,9708,KL 17 1332,POL-67705884
CUST-1923,Esha Mishra,5393,TS 79 1632,POL-84177484
CUST-1924,Shaurya Thakur,5127,KL 78 6705,POL-95151575
CUST-1925,Abhinav Kashyap,8068,MH 19 5878,POL-30733723
CUST-1926,Chhavi Vaidya,650,GJ 57 4616,POL-49062344
CUST-1927,Niharika Khurana,2446,PB 72 6109,POL-63947504
CUST-1928,Prisha Verma,7849,RJ 39 0869,POL-45504522
CUST-1929,Aditya Malhotra,7616,RJ 75 7419,POL-62976787
CUST-1930,Amrita Dubey,564,UP 74 5149,POL-53816633
CUST-1931,Myra Banerjee,657,GJ 92 3586,POL-98662358
CUST-1932,Dhruv Yadav,5153,MH 66 2694,POL-03018088
CUST-1933,Aditi Parekh,2291,WB 30 9237,POL-96525824
CUST-1934,Varun Pal,5505,TS 21 5401,POL-20601659
CUST-1935,Akash Sodhi,2621,UP 22 0305,POL-04527954
CUST-1936,Anshika Modi,2393,DL 67 7003,POL-63112764
CUST-1937,Akansha Trivedi,8196,TS 75 1085,POL-47919072
CUST-1938,Kabir Mukherjee,2161,GJ 54 0553,POL-62255156
CUST-1939,Nehal Mahajan,6793,PB 82 0650,POL-93659237
CUST-1940,Khushi Patil,7019,RJ 44 9854,POL-59490791
CUST-1941,Madhav Soni,8814,RJ 65 3054,POL-78430617
CUST-1942,Ankur Mehra,3724,UP 68 5416,POL-82766478
CUST-1943,Rishit Kothari,8239,PB 56 6067,POL-65943563
CUST-1944,Gaurav Rajput,6280,WB 93 0790,POL-31956718
CUST-1945,Sarthak Reddy,927,KA 24 4950,POL-35942583
CUST-1946,Garima Ojha,8085,TS 51 3612,POL-74159948
CUST-1947,Vivaan Reddy,2321,GJ 55 4906,POL-61002989
CUST-1948,Aishwarya Bhatt,5971,UP 35 0885,POL-87607846
CUST-1949,Prisha Murthy,5481,KA 11 3792,POL-04077296
CUST-1950,Ishaan Prasad,1813,KA 09 3913,POL-43668169
CUST-1951,Yash Kohli,7767,PB 05 5182,POL-94506042
CUST-1952,Aadya Mishra,5181,PB 89 2132,POL-65829545
CUST-1953,Akansha Patel,550,TS 87 2554,POL-99569414
CUST-1954,Ishaan Khan,175,TN 09 9610,POL-31363871
CUST-1955,Harsh Chauhan,6763,MH 18 6254,POL-28361391
CUST-1956,Kajal Shah,33,UP 46 3004,POL-86722311
CUST-1957,Abhinav Thakur,5240,AP 76 1057,POL-93124693
CUST-1958,Aashna Khan,4502,TS 43 8196,POL-75935940
CUST-1959,Ansh Khurana,4845,HR 85 2183,POL-71183174
CUST-1960,Avni Verma,1340,HR 98 6878,POL-23936357
CUST-1961,Archana Khan,8262,RJ 25 8176,POL-53880385
CUST-1962,Archana Zaidi,2953,KA 40 4420,POL-96819164
CUST-1963,Pratyush Hegde,7499,MP 91 7673,POL-38200554
CUST-1964,Nishant Thakur,8415,KA 23 3328,POL-12854257
CUST-1965,Myra Kulkarni,5770,RJ 94 3476,POL-58838267
CUST-1966,Gayatri Kaul,8620,DL 90 8254,POL-24811635
CUST-1967,Parth Mahajan,7381,KL 74 8670,POL-58909499
CUST-1968,Anjali Dutta,6148,TN 21 9861,POL-10922977
CUST-1969,Om Iyer,4014,DL 31 4863,POL-16346344
CUST-1970,Abhinav Ghosh,4984,MP 76 4153,POL-70099401
CUST-1971,Akansha Khurana,397,KL 54 8088,POL-87554371
CUST-1972,Yuvraj Kothari,2298,KL 96 5511,POL-80485474
CUST-1973,Niharika Taneja,2154,UP 97 5729,POL-51978548
CUST-1974,Aishwarya Luthra,521,DL 70 5969,POL-96929451
CUST-1975,Nidhi Sarin,8825,KA 29 2468,POL-85925329
CUST-1976,Gayatri Iyer,1859,AP 56 1031,POL-76444053
CUST-1977,Prisha Pillai,3801,KA 99 4992,POL-93875548
CUST-1978,Diya Chauhan,9665,MP 36 4772,POL-77149179
CUST-1979,Kiran Sodhi,2971,GJ 88 8653,POL-01699319
CUST-1980,Kriti Gill,9771,MH 33 3170,POL-66106639
CUST-1981,Vivaan Goswami,5593,PB 65 7099,POL-40113423
CUST-1982,Anjali Mehta,1603,KA 02 7459,POL-16254585
CUST-1983,Kartik Ranganathan,4744,AP 25 8160,POL-62281184
CUST-1984,Saanvi Sharma,2242,AP 21 1065,POL-35371530
CUST-1985,Rishit Reddy,1346,KL 21 4295,POL-08790834
CUST-1986,Anshika Thakur,4867,MH 16 4984,POL-55044074
CUST-1987,Muskan Joshi,4512,KL 09 0451,POL-47091959
CUST-1988,Aditya Rao,1473,WB 16 6068,POL-64097948
CUST-1989,Bhavna Murthy,6891,PB 24 3486,POL-19777299
CUST-1990,Pratyush Mehra,5589,KA 09 4691,POL-19718619
CUST-1991,Gaurav Sethi,9147,TS 95 3379,POL-88068291
CUST-1992,Muskan Acharya,2311,KL 25 9399,POL-55847036
CUST-1993,Aarav Chauhan,8152,WB 66 0048,POL-21238048
CUST-1994,Riya Goel,138,MH 59 8970,POL-98997420
CUST-1995,Daksh Gupta,9937,KL 66 8629,POL-54270484
CUST-1996,Aanchal Sarkar,7863,AP 07 7574,POL-54753761
CUST-1997,Parth Mukherjee,986,GJ 22 9682,POL-26001664
CUST-1998,Harsh Trivedi,2101,RJ 36 9806,POL-21178002
CUST-1999,Anushka Malik,5581,RJ 54 3350,POL-08146207
CUST-2000,Vedant Pillai,7671,DL 82 7527,POL-19549263
